Air temperature [K],flow speed ,pressure [N],Target,DateTime
302.0,1257,70.9,1,2022-01-23 08:00:00
304.1,1509,35.9,1,2022-01-23 09:00:00
300.3,1573,37.6,1,2022-01-23 10:00:00
297.9,1517,44.4,0,2022-01-23 11:00:00
302.4,1577,35.8,0,2022-01-23 12:00:00
303.5,1512,35.9,1,2022-01-23 13:00:00
302.2,1330,62.4,0,2022-01-23 14:00:00
302.3,1432,42.7,0,2022-01-23 15:00:00
298.1,1497,40.5,0,2022-01-23 16:00:00
298.8,1719,28.8,0,2022-01-23 17:00:00
299.8,1408,45.6,0,2022-01-23 18:00:00
302.4,1351,44.9,1,2022-01-23 19:00:00
299.1,1329,54.9,0,2022-01-23 20:00:00
300.5,1336,57.1,0,2022-01-23 21:00:00
299.2,1541,36.3,0,2022-01-23 22:00:00
302.9,1698,33.8,0,2022-01-23 23:00:00
299.2,1410,65.1,1,2022-01-24 00:00:00
302.2,1357,57.9,1,2022-01-24 01:00:00
298.5,1573,36.0,0,2022-01-24 02:00:00
300.5,1325,60.2,1,2022-01-24 03:00:00
303.5,1565,38.9,0,2022-01-24 04:00:00
304.3,1509,35.1,1,2022-01-24 05:00:00
300.1,1858,23.6,0,2022-01-24 06:00:00
302.8,1462,43.4,0,2022-01-24 07:00:00
298.1,1316,57.2,0,2022-01-24 08:00:00
300.4,1553,33.1,1,2022-01-24 09:00:00
299.5,1852,22.6,0,2022-01-24 10:00:00
298.8,1288,61.9,0,2022-01-24 11:00:00
300.3,1462,51.4,0,2022-01-24 12:00:00
302.1,1550,34.8,0,2022-01-24 13:00:00
295.9,1557,41.1,0,2022-01-24 14:00:00
303.1,1394,45.3,0,2022-01-24 15:00:00
300.5,1811,26.8,0,2022-01-24 16:00:00
303.2,1420,47.9,1,2022-01-24 17:00:00
298.1,1608,32.6,0,2022-01-24 18:00:00
299.0,1432,50.0,0,2022-01-24 19:00:00
297.1,1690,25.6,0,2022-01-24 20:00:00
300.0,1631,28.3,0,2022-01-24 21:00:00
298.9,1314,63.2,1,2022-01-24 22:00:00
303.2,1372,47.3,1,2022-01-24 23:00:00
297.3,1595,32.2,0,2022-01-25 00:00:00
303.3,2661,11.5,1,2022-01-25 01:00:00
303.1,1335,53.0,1,2022-01-25 02:00:00
299.4,2083,17.3,1,2022-01-25 03:00:00
302.2,1372,46.5,1,2022-01-25 04:00:00
302.0,1611,35.6,0,2022-01-25 05:00:00
302.4,1379,49.0,1,2022-01-25 06:00:00
302.0,1212,55.6,1,2022-01-25 07:00:00
299.2,1502,39.8,0,2022-01-25 08:00:00
301.5,1372,44.0,0,2022-01-25 09:00:00
295.6,1490,42.7,0,2022-01-25 10:00:00
298.9,1396,49.0,0,2022-01-25 11:00:00
302.8,2667,11.6,1,2022-01-25 12:00:00
300.9,1417,50.4,1,2022-01-25 13:00:00
302.8,1297,61.3,1,2022-01-25 14:00:00
300.1,1470,45.2,0,2022-01-25 15:00:00
302.6,1520,43.0,0,2022-01-25 16:00:00
299.7,1554,41.6,0,2022-01-25 17:00:00
299.0,1371,54.1,1,2022-01-25 18:00:00
298.0,1268,69.4,1,2022-01-25 19:00:00
299.3,1426,42.4,0,2022-01-25 20:00:00
296.8,1506,45.9,0,2022-01-25 21:00:00
302.8,1359,44.4,1,2022-01-25 22:00:00
301.1,1540,36.6,0,2022-01-25 23:00:00
300.3,1663,33.6,0,2022-01-26 00:00:00
302.6,1329,49.2,1,2022-01-26 01:00:00
301.8,2672,11.8,1,2022-01-26 02:00:00
297.3,1864,23.1,0,2022-01-26 03:00:00
297.4,1348,53.7,0,2022-01-26 04:00:00
300.3,1280,59.0,1,2022-01-26 05:00:00
302.5,1580,35.6,0,2022-01-26 06:00:00
303.1,1342,47.1,1,2022-01-26 07:00:00
301.1,1889,23.8,0,2022-01-26 08:00:00
301.7,1578,40.5,0,2022-01-26 09:00:00
300.8,1526,36.3,0,2022-01-26 10:00:00
300.1,1463,59.2,1,2022-01-26 11:00:00
299.5,1347,60.0,1,2022-01-26 12:00:00
297.2,2182,16.5,0,2022-01-26 13:00:00
300.5,1326,59.5,1,2022-01-26 14:00:00
299.0,1231,72.5,1,2022-01-26 15:00:00
300.2,1670,29.0,1,2022-01-26 16:00:00
299.1,1524,51.4,0,2022-01-26 17:00:00
300.3,1551,37.2,0,2022-01-26 18:00:00
300.3,1258,66.9,1,2022-01-26 19:00:00
298.9,1729,26.6,0,2022-01-26 20:00:00
297.5,1475,43.8,1,2022-01-26 21:00:00
298.0,1822,23.5,0,2022-01-26 22:00:00
302.6,1424,38.0,0,2022-01-26 23:00:00
301.4,1336,57.9,1,2022-01-27 00:00:00
300.7,2097,18.9,1,2022-01-27 01:00:00
303.5,1544,36.9,0,2022-01-27 02:00:00
300.6,1416,61.9,1,2022-01-27 03:00:00
299.1,1569,38.2,0,2022-01-27 04:00:00
302.3,1544,34.3,0,2022-01-27 05:00:00
298.9,1384,49.5,1,2022-01-27 06:00:00
300.7,2338,14.7,1,2022-01-27 07:00:00
298.6,1366,54.7,1,2022-01-27 08:00:00
302.4,1727,26.5,0,2022-01-27 09:00:00
302.3,1621,31.6,0,2022-01-27 10:00:00
298.3,1444,47.5,0,2022-01-27 11:00:00
299.4,1489,42.3,0,2022-01-27 12:00:00
300.6,1446,49.7,0,2022-01-27 13:00:00
300.7,1594,31.0,0,2022-01-27 14:00:00
302.8,1350,45.3,1,2022-01-27 15:00:00
302.1,1361,45.5,1,2022-01-27 16:00:00
302.3,1674,30.0,0,2022-01-27 17:00:00
302.4,1357,54.5,1,2022-01-27 18:00:00
300.4,1287,69.3,1,2022-01-27 19:00:00
298.1,1503,44.7,0,2022-01-27 20:00:00
302.2,1380,49.7,1,2022-01-27 21:00:00
302.4,1313,52.6,1,2022-01-27 22:00:00
302.1,1786,25.7,0,2022-01-27 23:00:00
300.6,1447,45.9,0,2022-01-28 00:00:00
297.3,1754,26.8,0,2022-01-28 01:00:00
302.3,1348,61.4,1,2022-01-28 02:00:00
301.6,1632,31.6,0,2022-01-28 03:00:00
299.4,1427,41.5,0,2022-01-28 04:00:00
297.5,1477,39.0,0,2022-01-28 05:00:00
297.0,1498,47.1,0,2022-01-28 06:00:00
299.3,1634,36.8,0,2022-01-28 07:00:00
300.6,1449,61.2,1,2022-01-28 08:00:00
303.1,1298,64.2,1,2022-01-28 09:00:00
300.4,1613,36.9,0,2022-01-28 10:00:00
301.4,1285,62.6,1,2022-01-28 11:00:00
297.5,1544,36.4,1,2022-01-28 12:00:00
303.5,1309,52.8,1,2022-01-28 13:00:00
302.3,1329,51.5,0,2022-01-28 14:00:00
301.8,1441,46.3,0,2022-01-28 15:00:00
298.3,1439,43.8,0,2022-01-28 16:00:00
300.6,1523,38.8,1,2022-01-28 17:00:00
299.7,1302,55.5,0,2022-01-28 18:00:00
299.3,1309,62.6,1,2022-01-28 19:00:00
301.3,1340,64.0,1,2022-01-28 20:00:00
298.1,1384,55.0,1,2022-01-28 21:00:00
295.8,1534,37.9,0,2022-01-28 22:00:00
300.1,1269,67.7,1,2022-01-28 23:00:00
302.0,1372,48.0,1,2022-01-29 00:00:00
298.8,1452,48.6,0,2022-01-29 01:00:00
298.6,1533,33.9,0,2022-01-29 02:00:00
297.6,2071,18.5,0,2022-01-29 03:00:00
303.6,1331,52.5,1,2022-01-29 04:00:00
298.8,1378,54.4,0,2022-01-29 05:00:00
299.0,1435,47.9,1,2022-01-29 06:00:00
303.8,1428,53.3,0,2022-01-29 07:00:00
300.2,1506,41.8,0,2022-01-29 08:00:00
302.8,1361,46.0,1,2022-01-29 09:00:00
300.9,1295,58.9,0,2022-01-29 10:00:00
297.8,1561,46.3,0,2022-01-29 11:00:00
301.9,1296,64.3,1,2022-01-29 12:00:00
297.5,1454,45.0,0,2022-01-29 13:00:00
297.1,1400,56.9,1,2022-01-29 14:00:00
298.3,2555,12.8,1,2022-01-29 15:00:00
302.5,1361,46.5,1,2022-01-29 16:00:00
299.0,1664,29.7,0,2022-01-29 17:00:00
297.9,1442,50.3,0,2022-01-29 18:00:00
303.9,1759,28.4,0,2022-01-29 19:00:00
299.6,1414,50.7,1,2022-01-29 20:00:00
302.4,1336,67.4,1,2022-01-29 21:00:00
298.9,1296,67.6,1,2022-01-29 22:00:00
301.9,1457,53.8,1,2022-01-29 23:00:00
299.2,1388,53.2,0,2022-01-30 00:00:00
297.7,1530,39.1,0,2022-01-30 01:00:00
299.6,1448,46.3,0,2022-01-30 02:00:00
302.3,1508,42.3,0,2022-01-30 03:00:00
303.7,1641,36.0,0,2022-01-30 04:00:00
299.6,1257,70.0,1,2022-01-30 05:00:00
297.0,1493,46.1,0,2022-01-30 06:00:00
299.4,1301,67.0,1,2022-01-30 07:00:00
299.2,1396,48.7,0,2022-01-30 08:00:00
302.9,1258,70.6,1,2022-01-30 09:00:00
300.4,1306,67.0,1,2022-01-30 10:00:00
302.2,1379,48.7,1,2022-01-30 11:00:00
297.6,1885,25.2,0,2022-01-30 12:00:00
302.4,1479,44.8,1,2022-01-30 13:00:00
302.5,1328,48.5,1,2022-01-30 14:00:00
298.6,1397,54.1,0,2022-01-30 15:00:00
300.0,1608,33.4,0,2022-01-30 16:00:00
300.2,1375,56.9,0,2022-01-30 17:00:00
296.0,1372,55.6,1,2022-01-30 18:00:00
303.0,1494,37.0,0,2022-01-30 19:00:00
297.8,1391,48.6,0,2022-01-30 20:00:00
300.9,1310,56.1,0,2022-01-30 21:00:00
301.0,1378,54.4,1,2022-01-30 22:00:00
298.9,1530,38.3,0,2022-01-30 23:00:00
303.5,1344,49.3,1,2022-01-31 00:00:00
301.5,1399,51.0,1,2022-01-31 01:00:00
302.3,1517,37.1,1,2022-01-31 02:00:00
301.3,1350,60.0,1,2022-01-31 03:00:00
297.3,1625,32.8,0,2022-01-31 04:00:00
301.4,1557,39.3,0,2022-01-31 05:00:00
302.2,1288,68.6,1,2022-01-31 06:00:00
299.1,1282,61.1,1,2022-01-31 07:00:00
303.2,1294,52.9,1,2022-01-31 08:00:00
300.7,2097,18.9,1,2022-01-31 09:00:00
299.2,1697,30.6,0,2022-01-31 10:00:00
298.0,1545,36.1,1,2022-01-31 11:00:00
300.2,1388,59.9,1,2022-01-31 12:00:00
300.2,1606,31.0,0,2022-01-31 13:00:00
299.0,1416,45.9,0,2022-01-31 14:00:00
300.7,1589,35.0,0,2022-01-31 15:00:00
300.6,1398,50.3,1,2022-01-31 16:00:00
302.7,1228,66.2,1,2022-01-31 17:00:00
300.4,1711,29.2,0,2022-01-31 18:00:00
302.5,1373,48.1,1,2022-01-31 19:00:00
301.9,1308,57.6,1,2022-01-31 20:00:00
299.3,1515,48.0,1,2022-01-31 21:00:00
303.4,1358,56.5,1,2022-01-31 22:00:00
301.3,1383,51.2,1,2022-01-31 23:00:00
297.3,1484,43.9,0,2022-02-01 00:00:00
302.5,1349,54.4,1,2022-02-01 01:00:00
303.6,1491,39.8,0,2022-02-01 02:00:00
302.2,1333,53.2,1,2022-02-01 03:00:00
298.7,1717,27.3,0,2022-02-01 04:00:00
298.1,1665,29.6,0,2022-02-01 05:00:00
299.6,1507,42.4,0,2022-02-01 06:00:00
303.1,1404,61.5,1,2022-02-01 07:00:00
301.9,1376,54.9,1,2022-02-01 08:00:00
300.3,1353,49.8,1,2022-02-01 09:00:00
298.1,1424,37.9,1,2022-02-01 10:00:00
302.4,2709,9.7,1,2022-02-01 11:00:00
302.5,1307,56.4,1,2022-02-01 12:00:00
300.9,1257,67.5,1,2022-02-01 13:00:00
300.7,1221,60.9,1,2022-02-01 14:00:00
303.8,1447,46.6,0,2022-02-01 15:00:00
303.1,2665,11.5,1,2022-02-01 16:00:00
297.4,1459,41.3,0,2022-02-01 17:00:00
301.8,1336,58.2,1,2022-02-01 18:00:00
300.6,1490,42.2,0,2022-02-01 19:00:00
301.7,1325,47.9,1,2022-02-01 20:00:00
299.4,1418,57.3,1,2022-02-01 21:00:00
303.7,1671,30.5,0,2022-02-01 22:00:00
302.2,1350,59.2,1,2022-02-01 23:00:00
302.4,1269,68.5,1,2022-02-02 00:00:00
302.7,2708,9.7,1,2022-02-02 01:00:00
301.6,1384,63.3,1,2022-02-02 02:00:00
301.0,1368,63.7,1,2022-02-02 03:00:00
299.2,1605,34.3,0,2022-02-02 04:00:00
300.6,1648,30.5,1,2022-02-02 05:00:00
302.3,1347,46.8,1,2022-02-02 06:00:00
301.6,1424,50.5,0,2022-02-02 07:00:00
300.9,1446,44.5,0,2022-02-02 08:00:00
303.1,1365,55.7,1,2022-02-02 09:00:00
301.0,1462,59.1,1,2022-02-02 10:00:00
304.1,1480,38.4,0,2022-02-02 11:00:00
303.8,1254,58.4,1,2022-02-02 12:00:00
299.6,1343,60.3,1,2022-02-02 13:00:00
301.3,1696,32.4,0,2022-02-02 14:00:00
300.3,1325,60.4,1,2022-02-02 15:00:00
300.3,1508,43.1,0,2022-02-02 16:00:00
300.1,1650,31.6,0,2022-02-02 17:00:00
299.0,1452,46.2,0,2022-02-02 18:00:00
303.2,2704,10.1,1,2022-02-02 19:00:00
300.2,1454,42.8,0,2022-02-02 20:00:00
300.7,2634,12.2,1,2022-02-02 21:00:00
302.4,1375,53.0,1,2022-02-02 22:00:00
302.4,1349,46.2,1,2022-02-02 23:00:00
303.6,1575,38.3,0,2022-02-03 00:00:00
298.3,1664,31.6,0,2022-02-03 01:00:00
300.3,1356,64.5,1,2022-02-03 02:00:00
299.0,1412,44.1,0,2022-02-03 03:00:00
298.0,1454,37.1,0,2022-02-03 04:00:00
300.5,1272,59.1,1,2022-02-03 05:00:00
297.8,1310,57.9,0,2022-02-03 06:00:00
302.3,1377,47.2,1,2022-02-03 07:00:00
302.8,1349,51.7,1,2022-02-03 08:00:00
299.4,1492,45.7,0,2022-02-03 09:00:00
298.0,1562,38.1,0,2022-02-03 10:00:00
299.4,1582,31.7,0,2022-02-03 11:00:00
302.8,1325,56.8,1,2022-02-03 12:00:00
302.3,1308,55.0,1,2022-02-03 13:00:00
298.1,1394,47.9,0,2022-02-03 14:00:00
299.7,1299,65.7,1,2022-02-03 15:00:00
302.5,1350,45.3,1,2022-02-03 16:00:00
297.3,1417,41.8,0,2022-02-03 17:00:00
300.8,1570,35.2,0,2022-02-03 18:00:00
302.5,2703,10.4,1,2022-02-03 19:00:00
299.7,1375,46.8,0,2022-02-03 20:00:00
299.0,1336,71.2,1,2022-02-03 21:00:00
299.7,1228,71.5,1,2022-02-03 22:00:00
299.1,1367,45.6,0,2022-02-03 23:00:00
301.1,1378,56.9,1,2022-02-04 00:00:00
301.8,1327,47.5,1,2022-02-04 01:00:00
298.7,1401,69.6,1,2022-02-04 02:00:00
299.5,1445,62.8,1,2022-02-04 03:00:00
302.5,1347,54.3,0,2022-02-04 04:00:00
297.6,1384,56.5,1,2022-02-04 05:00:00
301.5,1405,42.3,0,2022-02-04 06:00:00
301.3,1838,23.2,0,2022-02-04 07:00:00
301.9,1356,58.0,1,2022-02-04 08:00:00
302.3,2709,9.7,1,2022-02-04 09:00:00
297.0,1296,69.1,1,2022-02-04 10:00:00
301.7,1278,57.6,1,2022-02-04 11:00:00
299.8,1192,72.6,1,2022-02-04 12:00:00
303.6,1358,56.7,1,2022-02-04 13:00:00
301.7,1516,40.4,0,2022-02-04 14:00:00
299.3,1435,48.9,1,2022-02-04 15:00:00
301.4,1335,57.7,1,2022-02-04 16:00:00
302.7,1450,52.5,1,2022-02-04 17:00:00
302.4,1631,34.0,1,2022-02-04 18:00:00
297.7,1249,60.4,0,2022-02-04 19:00:00
297.0,1513,42.4,0,2022-02-04 20:00:00
300.9,1400,58.8,1,2022-02-04 21:00:00
303.7,1546,33.7,0,2022-02-04 22:00:00
302.0,1361,45.4,1,2022-02-04 23:00:00
297.3,1430,45.7,0,2022-02-05 00:00:00
302.0,1406,50.5,0,2022-02-05 01:00:00
299.5,1365,49.0,1,2022-02-05 02:00:00
297.8,1326,61.1,1,2022-02-05 03:00:00
299.3,1437,48.1,0,2022-02-05 04:00:00
300.3,1374,47.4,0,2022-02-05 05:00:00
298.1,1361,57.3,1,2022-02-05 06:00:00
302.5,1329,47.2,1,2022-02-05 07:00:00
298.6,1681,35.5,0,2022-02-05 08:00:00
302.0,1434,44.9,0,2022-02-05 09:00:00
298.7,1423,49.5,0,2022-02-05 10:00:00
301.3,1348,44.5,0,2022-02-05 11:00:00
299.1,1491,41.0,0,2022-02-05 12:00:00
297.3,1410,48.1,0,2022-02-05 13:00:00
298.4,2173,15.5,1,2022-02-05 14:00:00
299.2,1700,33.5,0,2022-02-05 15:00:00
301.9,1362,55.0,1,2022-02-05 16:00:00
300.6,1367,63.2,1,2022-02-05 17:00:00
304.1,1732,28.5,0,2022-02-05 18:00:00
302.4,1374,51.2,1,2022-02-05 19:00:00
302.6,1511,37.2,0,2022-02-05 20:00:00
300.6,1269,67.5,1,2022-02-05 21:00:00
301.9,1424,42.8,0,2022-02-05 22:00:00
299.7,1465,49.0,0,2022-02-05 23:00:00
302.2,1360,45.2,1,2022-02-06 00:00:00
300.6,1365,48.8,1,2022-02-06 01:00:00
299.2,1359,60.2,1,2022-02-06 02:00:00
299.8,1268,58.0,0,2022-02-06 03:00:00
300.7,1488,39.2,0,2022-02-06 04:00:00
300.7,1374,53.1,0,2022-02-06 05:00:00
300.8,1461,42.8,0,2022-02-06 06:00:00
299.1,2551,13.0,1,2022-02-06 07:00:00
297.0,1288,62.0,1,2022-02-06 08:00:00
302.1,1379,48.4,1,2022-02-06 09:00:00
302.4,1377,46.6,1,2022-02-06 10:00:00
301.9,1378,49.4,1,2022-02-06 11:00:00
299.2,1478,55.3,1,2022-02-06 12:00:00
297.7,1507,38.2,0,2022-02-06 13:00:00
298.2,1433,49.2,1,2022-02-06 14:00:00
302.4,1363,54.2,1,2022-02-06 15:00:00
302.8,1336,68.2,1,2022-02-06 16:00:00
302.5,1358,56.5,1,2022-02-06 17:00:00
301.0,1563,34.4,0,2022-02-06 18:00:00
298.1,1426,46.0,0,2022-02-06 19:00:00
301.8,1528,37.7,1,2022-02-06 20:00:00
300.4,1518,36.4,0,2022-02-06 21:00:00
300.7,1435,44.7,0,2022-02-06 22:00:00
302.0,1325,55.3,0,2022-02-06 23:00:00
303.0,1526,37.3,0,2022-02-07 00:00:00
303.5,1308,53.0,1,2022-02-07 01:00:00
302.2,1338,66.8,1,2022-02-07 02:00:00
299.4,1846,23.9,1,2022-02-07 03:00:00
297.1,1422,42.1,0,2022-02-07 04:00:00
302.5,1495,38.8,0,2022-02-07 05:00:00
297.4,1297,69.0,1,2022-02-07 06:00:00
299.6,1588,41.3,0,2022-02-07 07:00:00
299.3,1603,33.9,0,2022-02-07 08:00:00
302.2,1379,49.6,1,2022-02-07 09:00:00
301.6,1575,40.1,0,2022-02-07 10:00:00
299.8,1682,29.2,1,2022-02-07 11:00:00
302.6,1398,41.6,0,2022-02-07 12:00:00
303.0,1404,61.5,1,2022-02-07 13:00:00
303.3,1284,70.2,1,2022-02-07 14:00:00
302.4,1371,45.7,1,2022-02-07 15:00:00
301.2,1550,39.7,0,2022-02-07 16:00:00
300.4,1675,35.5,0,2022-02-07 17:00:00
299.1,1467,47.2,0,2022-02-07 18:00:00
299.2,1675,33.3,0,2022-02-07 19:00:00
301.4,1565,38.7,1,2022-02-07 20:00:00
300.8,1732,25.7,0,2022-02-07 21:00:00
299.7,1240,70.4,1,2022-02-07 22:00:00
297.4,1421,46.0,0,2022-02-07 23:00:00
301.5,1623,33.5,0,2022-02-08 00:00:00
299.3,1483,43.5,0,2022-02-08 01:00:00
302.4,1645,31.6,0,2022-02-08 02:00:00
302.1,1345,49.4,1,2022-02-08 03:00:00
302.4,1347,50.1,1,2022-02-08 04:00:00
302.7,1359,44.1,1,2022-02-08 05:00:00
300.9,1365,64.9,1,2022-02-08 06:00:00
299.8,1546,35.5,1,2022-02-08 07:00:00
298.8,1599,33.6,0,2022-02-08 08:00:00
298.4,1423,61.0,1,2022-02-08 09:00:00
297.4,1901,22.1,0,2022-02-08 10:00:00
304.0,1575,34.5,0,2022-02-08 11:00:00
302.2,1364,48.1,1,2022-02-08 12:00:00
300.4,1433,46.1,0,2022-02-08 13:00:00
299.7,1587,37.2,1,2022-02-08 14:00:00
300.7,1335,57.7,1,2022-02-08 15:00:00
300.7,1366,55.1,0,2022-02-08 16:00:00
303.0,1316,50.5,1,2022-02-08 17:00:00
302.4,1363,54.2,1,2022-02-08 18:00:00
301.6,1384,57.1,0,2022-02-08 19:00:00
300.1,1463,45.1,0,2022-02-08 20:00:00
303.0,1364,56.1,1,2022-02-08 21:00:00
297.1,1403,54.1,0,2022-02-08 22:00:00
298.4,1420,61.0,1,2022-02-08 23:00:00
303.1,1324,53.7,1,2022-02-09 00:00:00
301.4,1269,56.6,1,2022-02-09 01:00:00
297.5,1458,59.4,1,2022-02-09 02:00:00
300.4,1691,29.3,1,2022-02-09 03:00:00
302.9,1469,48.7,0,2022-02-09 04:00:00
301.1,1496,43.4,0,2022-02-09 05:00:00
299.8,1457,46.2,1,2022-02-09 06:00:00
301.1,1428,44.1,0,2022-02-09 07:00:00
303.2,1349,50.4,1,2022-02-09 08:00:00
301.9,1972,21.3,0,2022-02-09 09:00:00
302.8,1262,69.8,1,2022-02-09 10:00:00
299.2,1330,51.2,0,2022-02-09 11:00:00
300.2,1680,29.8,1,2022-02-09 12:00:00
302.3,1362,55.0,1,2022-02-09 13:00:00
302.2,1355,51.2,1,2022-02-09 14:00:00
300.9,1412,57.5,0,2022-02-09 15:00:00
303.7,1513,40.1,0,2022-02-09 16:00:00
303.8,1793,28.1,0,2022-02-09 17:00:00
300.9,1615,32.0,0,2022-02-09 18:00:00
300.5,1759,28.3,0,2022-02-09 19:00:00
299.2,1631,35.4,0,2022-02-09 20:00:00
300.2,1382,47.2,1,2022-02-09 21:00:00
303.8,1394,45.4,0,2022-02-09 22:00:00
300.0,1759,27.9,0,2022-02-09 23:00:00
302.4,1374,52.3,1,2022-02-10 00:00:00
299.3,1457,42.1,0,2022-02-10 01:00:00
302.0,1270,65.3,1,2022-02-10 02:00:00
302.6,1361,46.0,1,2022-02-10 03:00:00
302.6,1306,54.6,1,2022-02-10 04:00:00
303.2,1371,54.4,1,2022-02-10 05:00:00
301.1,1335,57.3,1,2022-02-10 06:00:00
300.8,1382,49.3,0,2022-02-10 07:00:00
296.7,1319,68.2,1,2022-02-10 08:00:00
301.5,1329,46.6,0,2022-02-10 09:00:00
302.3,1377,47.9,1,2022-02-10 10:00:00
298.1,1438,45.6,0,2022-02-10 11:00:00
300.4,2632,12.2,1,2022-02-10 12:00:00
300.2,1434,51.5,0,2022-02-10 13:00:00
300.2,1463,37.5,0,2022-02-10 14:00:00
298.5,1471,44.7,0,2022-02-10 15:00:00
301.5,1365,46.5,0,2022-02-10 16:00:00
295.8,1568,35.1,0,2022-02-10 17:00:00
299.9,2713,9.6,1,2022-02-10 18:00:00
303.2,1298,52.5,1,2022-02-10 19:00:00
300.3,1528,40.9,0,2022-02-10 20:00:00
304.0,1404,47.1,0,2022-02-10 21:00:00
302.0,1316,49.3,1,2022-02-10 22:00:00
298.1,1325,62.4,1,2022-02-10 23:00:00
303.3,1510,37.3,0,2022-02-11 00:00:00
300.9,2722,9.3,1,2022-02-11 01:00:00
298.9,1331,49.0,0,2022-02-11 02:00:00
303.2,1341,48.6,1,2022-02-11 03:00:00
297.5,1455,46.1,0,2022-02-11 04:00:00
302.4,1345,62.4,1,2022-02-11 05:00:00
301.3,1628,32.2,0,2022-02-11 06:00:00
298.3,1433,49.3,1,2022-02-11 07:00:00
300.1,1654,31.0,0,2022-02-11 08:00:00
299.4,1440,44.5,1,2022-02-11 09:00:00
297.5,1440,35.9,0,2022-02-11 10:00:00
298.0,1581,36.1,0,2022-02-11 11:00:00
302.3,1376,45.6,1,2022-02-11 12:00:00
298.8,1736,29.0,0,2022-02-11 13:00:00
297.9,1683,28.5,0,2022-02-11 14:00:00
300.0,1418,47.3,0,2022-02-11 15:00:00
302.4,1289,69.9,1,2022-02-11 16:00:00
299.8,1495,39.6,0,2022-02-11 17:00:00
300.4,1671,30.5,1,2022-02-11 18:00:00
298.6,1429,45.8,0,2022-02-11 19:00:00
297.8,1456,39.6,0,2022-02-11 20:00:00
300.8,1524,43.5,0,2022-02-11 21:00:00
297.1,1421,42.0,0,2022-02-11 22:00:00
300.0,1395,56.5,0,2022-02-11 23:00:00
297.1,1402,51.2,0,2022-02-12 00:00:00
302.3,1421,41.4,0,2022-02-12 01:00:00
303.8,1414,41.7,0,2022-02-12 02:00:00
298.9,1357,54.5,0,2022-02-12 03:00:00
302.6,1344,47.3,1,2022-02-12 04:00:00
299.8,1911,23.5,0,2022-02-12 05:00:00
299.0,1623,33.0,0,2022-02-12 06:00:00
299.4,1525,39.0,0,2022-02-12 07:00:00
297.9,1365,52.7,1,2022-02-12 08:00:00
302.3,1605,35.2,0,2022-02-12 09:00:00
300.0,1380,57.1,1,2022-02-12 10:00:00
297.6,1365,50.6,0,2022-02-12 11:00:00
296.8,1385,59.4,1,2022-02-12 12:00:00
298.8,1371,54.3,1,2022-02-12 13:00:00
300.1,1454,44.4,0,2022-02-12 14:00:00
302.5,2675,10.9,1,2022-02-12 15:00:00
303.3,1341,47.2,1,2022-02-12 16:00:00
303.5,1365,60.2,1,2022-02-12 17:00:00
300.8,1516,35.6,0,2022-02-12 18:00:00
302.9,1286,69.2,1,2022-02-12 19:00:00
300.9,1384,42.4,0,2022-02-12 20:00:00
297.8,1362,55.8,1,2022-02-12 21:00:00
302.4,1330,48.0,1,2022-02-12 22:00:00
302.4,1506,40.8,0,2022-02-12 23:00:00
299.0,1434,47.5,1,2022-02-13 00:00:00
302.4,2667,11.7,1,2022-02-13 01:00:00
297.4,1620,33.4,0,2022-02-13 02:00:00
302.2,1449,44.5,0,2022-02-13 03:00:00
298.5,1441,48.2,0,2022-02-13 04:00:00
302.7,1348,49.6,1,2022-02-13 05:00:00
299.1,1336,56.9,1,2022-02-13 06:00:00
300.5,2561,12.8,1,2022-02-13 07:00:00
303.2,1336,57.6,1,2022-02-13 08:00:00
299.5,1414,51.9,1,2022-02-13 09:00:00
301.8,1340,53.1,1,2022-02-13 10:00:00
296.4,1540,37.4,0,2022-02-13 11:00:00
302.8,1563,32.2,0,2022-02-13 12:00:00
300.0,1460,43.5,0,2022-02-13 13:00:00
298.8,1484,39.2,0,2022-02-13 14:00:00
303.3,1232,58.5,1,2022-02-13 15:00:00
302.8,1329,53.3,1,2022-02-13 16:00:00
298.3,2853,4.9,1,2022-02-13 17:00:00
296.0,1917,21.0,0,2022-02-13 18:00:00
301.9,1522,35.6,0,2022-02-13 19:00:00
298.2,1804,25.1,0,2022-02-13 20:00:00
297.6,1503,38.9,0,2022-02-13 21:00:00
300.1,2629,12.2,1,2022-02-13 22:00:00
302.8,1374,47.8,1,2022-02-13 23:00:00
302.0,1285,63.3,1,2022-02-14 00:00:00
298.2,1491,38.3,0,2022-02-14 01:00:00
300.7,1420,47.0,0,2022-02-14 02:00:00
297.1,1427,45.2,0,2022-02-14 03:00:00
300.6,1380,47.6,1,2022-02-14 04:00:00
301.3,1406,47.1,0,2022-02-14 05:00:00
302.3,1403,47.2,0,2022-02-14 06:00:00
298.3,1404,47.0,0,2022-02-14 07:00:00
302.2,1632,30.5,0,2022-02-14 08:00:00
300.2,1487,36.9,0,2022-02-14 09:00:00
296.9,1556,31.2,0,2022-02-14 10:00:00
300.9,1476,39.0,0,2022-02-14 11:00:00
300.5,1580,42.8,0,2022-02-14 12:00:00
301.8,1432,43.7,0,2022-02-14 13:00:00
298.9,1378,49.3,0,2022-02-14 14:00:00
297.7,1373,56.7,1,2022-02-14 15:00:00
299.1,1352,52.8,0,2022-02-14 16:00:00
